id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,frequency,spf,power,airtime,coderate,bandwidth,ap_id,node_id,dev_id,application_id
21,"","[{""sf"":12,""power"":14,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:01:10.996,866100000,7,14,36,4/5,125000,123456,iMT8,14875,
22,"","[{""sf"":11,""power"":7,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:01:16.512,866100000,7,15,36,4/5,125000,123456,Oyxj,14876,
23,"","[{""sf"":12,""power"":13,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 10:03:05.617,866900000,12,14,803,4/5,125000,123456,iMT8,14877,
24,"","[{""sf"":11,""power"":6,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:03:11.145,866100000,7,15,36,4/5,125000,123456,Oyxj,14878,
25,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:03:16.675,866100000,7,15,36,4/5,125000,123456,Chxx,14879,
26,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:03:22.19,866100000,7,15,36,4/5,125000,123456,sNKE,14880,
27,"","[{""sf"":12,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:05:06.249,866100000,7,14,36,4/5,125000,123456,iMT8,14881,
28,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:05:16.788,866100000,7,15,36,4/5,125000,123456,Chxx,14882,
29,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:05:22.308,866100000,7,15,36,4/5,125000,123456,sNKE,14883,
30,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:07:16.349,866100000,7,15,36,4/5,125000,123456,Chxx,14884,
31,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:07:21.883,866100000,7,15,36,4/5,125000,123456,sNKE,14885,
32,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:09:16.517,866100000,7,15,36,4/5,125000,123456,Chxx,14886,
33,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:09:22.032,866100000,7,15,36,4/5,125000,123456,sNKE,14887,
34,"","[{""sf"":12,""power"":13,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 10:11:06.133,866900000,12,14,803,4/5,125000,123456,iMT8,14888,
35,"","[{""sf"":12,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:13:11.734,866100000,7,14,36,4/5,125000,123456,iMT8,14889,
36,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:13:22.258,866100000,7,15,36,4/5,125000,123456,Chxx,14890,
37,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:13:27.78,866100000,7,15,36,4/5,125000,123456,sNKE,14891,
38,"",[],35410,t,f,t,2024-03-17 10:15:11.367,866900000,12,15,803,4/5,125000,123456,Oyxj,14892,
39,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 10:15:16.38,866900000,12,15,803,4/5,125000,123456,Chxx,14893,
40,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:15:26.902,866100000,7,15,36,4/5,125000,123456,sNKE,14894,
41,"","[{""sf"":11,""power"":7,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:17:11.99,866100000,7,15,36,4/5,125000,123456,Oyxj,14895,
42,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:17:17.512,866100000,7,15,36,4/5,125000,123456,sNKE,14896,
43,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:21:17.257,866100000,7,15,36,4/5,125000,123456,Chxx,14897,
44,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:21:22.78,866100000,7,15,36,4/5,125000,123456,sNKE,14898,
45,"","[{""sf"":12,""power"":11,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:23:12.377,866100000,7,14,36,4/5,125000,123456,iMT8,14899,
46,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:23:22.898,866100000,7,15,36,4/5,125000,123456,Chxx,14900,
47,"",[],35410,t,f,t,2024-03-17 10:25:12.021,866900000,12,15,803,4/5,125000,123456,Oyxj,14901,
48,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:25:17.539,866100000,7,15,36,4/5,125000,123456,Chxx,14902,
49,"","[{""sf"":12,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:27:12.644,866100000,7,14,36,4/5,125000,123456,iMT8,14903,
50,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:27:23.182,866100000,7,15,36,4/5,125000,123456,Chxx,14904,
51,"","[{""sf"":11,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:29:12.761,866100000,7,14,36,4/5,125000,123456,iMT8,14905,
52,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:29:18.277,866100000,7,15,36,4/5,125000,123456,Chxx,14906,
53,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:31:17.911,866100000,7,15,36,4/5,125000,123456,Chxx,14907,
54,"","[{""sf"":10,""power"":10,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 10:33:07.574,866900000,12,14,803,4/5,125000,123456,iMT8,14908,
55,"",[],35410,t,f,t,2024-03-17 10:33:12.593,866900000,12,15,803,4/5,125000,123456,sNKE,14909,
56,"",[],35410,t,f,t,2024-03-17 10:35:12.674,866900000,12,15,803,4/5,125000,123456,Oyxj,14910,
57,"","[{""sf"":9,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:35:18.19,866100000,7,14,36,4/5,125000,123456,iMT8,14911,
58,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 10:37:12.796,866900000,12,15,803,4/5,125000,123456,sNKE,14912,
59,"","[{""sf"":8,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:37:18.313,866100000,7,14,36,4/5,125000,123456,iMT8,14913,
60,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:39:08.461,866100000,7,14,36,4/5,125000,123456,iMT8,14914,
61,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:43:13.702,866100000,7,14,36,4/5,125000,123456,iMT8,14915,
62,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:45:13.835,866100000,7,14,36,4/5,125000,123456,iMT8,14916,
63,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:47:13.965,866100000,7,14,36,4/5,125000,123456,iMT8,14917,
64,"",[],35410,t,f,t,2024-03-17 10:49:13.59,866900000,12,15,803,4/5,125000,123456,Oyxj,14918,
65,"",[],35410,t,f,t,2024-03-17 10:49:18.604,866900000,12,15,803,4/5,125000,123456,Chxx,14919,
66,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:51:14.232,866100000,7,14,36,4/5,125000,123456,iMT8,14920,
67,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 10:53:08.874,866900000,12,14,803,4/5,125000,123456,iMT8,14921,
68,"",[],35410,t,f,t,2024-03-17 10:57:14.123,866900000,12,14,803,4/5,125000,123456,iMT8,14922,
69,"","[{""sf"":11,""power"":8,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:57:19.639,866100000,7,15,36,4/5,125000,123456,Oyxj,14923,
70,"","[{""sf"":11,""power"":9,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 10:59:19.743,866100000,7,15,36,4/5,125000,123456,Oyxj,14924,
71,"","[{""sf"":11,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:01:19.887,866100000,7,15,36,4/5,125000,123456,Oyxj,14925,
72,"","[{""sf"":11,""power"":11,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:03:15.051,866100000,7,15,36,4/5,125000,123456,Oyxj,14926,
73,"",[],35410,t,f,t,2024-03-17 11:05:14.629,866900000,12,15,803,4/5,125000,123456,Chxx,14927,
74,"","[{""sf"":11,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:05:20.153,866100000,7,15,36,4/5,125000,123456,Oyxj,14928,
75,"","[{""sf"":11,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:07:20.274,866100000,7,15,36,4/5,125000,123456,Oyxj,14929,
76,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:07:25.789,866100000,7,15,36,4/5,125000,123456,Chxx,14930,
77,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:07:31.307,866100000,7,15,36,4/5,125000,123456,sNKE,14931,
78,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:09:20.401,866100000,7,15,36,4/5,125000,123456,Oyxj,14932,
79,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:09:25.919,866100000,7,15,36,4/5,125000,123456,Chxx,14933,
80,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:09:31.452,866100000,7,15,36,4/5,125000,123456,sNKE,14934,
81,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:11:15.577,866100000,7,15,36,4/5,125000,123456,Oyxj,14935,
82,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:11:21.095,866100000,7,15,36,4/5,125000,123456,sNKE,14936,
83,"",[],35410,t,f,t,2024-03-17 11:17:15.421,866900000,12,14,803,4/5,125000,123456,iMT8,14937,
84,"",[],35410,t,f,t,2024-03-17 11:19:15.538,866900000,12,14,803,4/5,125000,123456,iMT8,14938,
85,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:19:26.078,866100000,7,15,36,4/5,125000,123456,sNKE,14939,
86,"",[],35410,t,f,t,2024-03-17 11:21:10.678,866900000,12,15,803,4/5,125000,123456,0rBU,14940,
87,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 11:21:15.699,866900000,12,14,803,4/5,125000,123456,iMT8,14941,
88,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 11:21:20.718,866900000,12,15,803,4/5,125000,123456,sNKE,14942,
89,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:23:26.312,866100000,7,15,36,4/5,125000,123456,sNKE,14943,
90,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:25:26.442,866100000,7,15,36,4/5,125000,123456,sNKE,14944,
91,"",[],35410,t,f,t,2024-03-17 11:29:16.183,866900000,12,14,803,4/5,125000,123456,iMT8,14945,
92,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:31:16.831,866100000,7,14,36,4/5,125000,123456,iMT8,14946,
93,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 11:37:22.24,866100000,7,15,36,4/5,125000,123456,Chxx,14947,
94,"",[],35410,t,f,t,2024-03-17 11:43:12.109,866900000,12,14,803,4/5,125000,123456,iMT8,14948,
95,"",[],35410,t,f,t,2024-03-17 11:43:17.132,866900000,12,15,803,4/5,125000,123456,Oyxj,14949,
96,"",[],35410,t,f,t,2024-03-17 11:45:17.248,866900000,12,15,803,4/5,125000,123456,Oyxj,14950,
97,"",[],35410,t,f,t,2024-03-17 11:47:12.364,866900000,12,15,803,4/5,125000,123456,0rBU,14951,
98,"",[],35410,t,f,t,2024-03-17 11:55:17.894,866900000,12,14,803,4/5,125000,123456,iMT8,14952,
99,"",[],35410,t,f,t,2024-03-17 11:55:22.909,866900000,12,15,803,4/5,125000,123456,Oyxj,14953,
100,"",[],35410,t,f,t,2024-03-17 11:55:27.925,866900000,12,15,803,4/5,125000,123456,Chxx,14954,
101,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:03:15.912,866100000,7,15,36,4/5,125000,123456,Chxx,14955,
102,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:05:14.041,866100000,7,14,36,4/5,125000,123456,iMT8,14956,
103,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:07:14.169,866100000,7,14,36,4/5,125000,123456,iMT8,14957,
104,"",[],35410,t,f,t,2024-03-17 12:07:19.182,866900000,12,15,803,4/5,125000,123456,Chxx,14958,
105,"",[],35410,t,f,t,2024-03-17 12:09:18.814,866900000,12,15,803,4/5,125000,123456,Oyxj,14959,
106,"",[],35410,t,f,t,2024-03-17 12:23:14.707,866900000,12,15,803,4/5,125000,123456,0rBU,14960,
107,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:25:20.365,866100000,7,15,36,4/5,125000,123456,Oyxj,14961,
108,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:27:25.484,866100000,7,15,36,4/5,125000,123456,Oyxj,14962,
109,"","[{""sf"":11,""power"":14,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:29:25.618,866100000,7,15,36,4/5,125000,123456,Oyxj,14963,
110,"","[{""sf"":11,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:31:20.751,866100000,7,15,36,4/5,125000,123456,Oyxj,14964,
111,"","[{""sf"":11,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:33:25.877,866100000,7,15,36,4/5,125000,123456,Oyxj,14965,
112,"",[],35410,t,f,t,2024-03-17 12:35:15.503,866900000,12,15,803,4/5,125000,123456,0rBU,14966,
113,"",[],35410,t,f,t,2024-03-17 12:35:20.52,866900000,12,15,803,4/5,125000,123456,sNKE,14967,
114,"","[{""sf"":11,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:35:26.043,866100000,7,15,36,4/5,125000,123456,Oyxj,14968,
115,"","[{""sf"":10,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:39:17.315,866100000,7,15,36,4/5,125000,123456,Oyxj,14969,
116,"","[{""sf"":9,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:41:26.421,866100000,7,15,36,4/5,125000,123456,Oyxj,14970,
117,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:41:36.944,866100000,7,15,36,4/5,125000,123456,sNKE,14971,
118,"",[],35410,t,f,t,2024-03-17 12:43:16.04,866900000,12,15,803,4/5,125000,123456,0rBU,14972,
119,"","[{""sf"":8,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:43:26.561,866100000,7,15,36,4/5,125000,123456,Oyxj,14973,
120,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:43:37.087,866100000,7,15,36,4/5,125000,123456,sNKE,14974,
121,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:45:36.685,866100000,7,15,36,4/5,125000,123456,sNKE,14975,
122,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:47:26.805,866100000,7,15,36,4/5,125000,123456,Oyxj,14976,
123,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:47:37.325,866100000,7,15,36,4/5,125000,123456,sNKE,14977,
124,"",[],35410,t,f,t,2024-03-17 12:49:16.418,866900000,12,15,803,4/5,125000,123456,0rBU,14978,
125,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:49:31.944,866100000,7,15,36,4/5,125000,123456,sNKE,14979,
126,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 12:51:21.559,866900000,12,15,803,4/5,125000,123456,sNKE,14980,
127,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:51:32.082,866100000,7,15,36,4/5,125000,123456,Oyxj,14981,
128,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 12:53:21.696,866900000,12,15,803,4/5,125000,123456,Oyxj,14982,
129,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:53:37.237,866100000,7,15,36,4/5,125000,123456,sNKE,14983,
130,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:55:27.347,866100000,7,15,36,4/5,125000,123456,Oyxj,14984,
131,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:55:37.868,866100000,7,15,36,4/5,125000,123456,sNKE,14985,
132,"",[],35410,t,f,t,2024-03-17 12:57:16.952,866900000,12,14,803,4/5,125000,123456,iMT8,14986,
133,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 12:57:22.467,866100000,7,15,36,4/5,125000,123456,Oyxj,14987,
134,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:01:27.741,866100000,7,15,36,4/5,125000,123456,sNKE,14988,
135,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:03:22.866,866100000,7,15,36,4/5,125000,123456,Oyxj,14989,
136,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:03:28.382,866100000,7,15,36,4/5,125000,123456,sNKE,14990,
137,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:07:33.155,866100000,7,15,36,4/5,125000,123456,sNKE,14991,
138,"",[],35410,t,f,t,2024-03-17 13:09:22.768,866900000,12,14,803,4/5,125000,123456,iMT8,14992,
139,"",[],35410,t,f,t,2024-03-17 13:09:27.783,866900000,12,15,803,4/5,125000,123456,Chxx,14993,
140,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:09:33.298,866100000,7,15,36,4/5,125000,123456,Oyxj,14994,
141,"",[],35410,t,f,t,2024-03-17 13:11:17.878,866900000,12,14,803,4/5,125000,123456,iMT8,14995,
142,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:11:28.414,866100000,7,15,36,4/5,125000,123456,Oyxj,14996,
143,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 13:13:23.015,866900000,12,15,803,4/5,125000,123456,Oyxj,14997,
144,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 13:13:28.038,866900000,12,15,803,4/5,125000,123456,Chxx,14998,
145,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:13:33.554,866100000,7,15,36,4/5,125000,123456,sNKE,14999,
146,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:15:23.663,866100000,7,15,36,4/5,125000,123456,Oyxj,15000,
147,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:15:29.196,866100000,7,15,36,4/5,125000,123456,Chxx,15001,
148,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:17:28.787,866100000,7,15,36,4/5,125000,123456,Oyxj,15002,
149,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:17:34.306,866100000,7,15,36,4/5,125000,123456,Chxx,15003,
150,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:19:28.929,866100000,7,15,36,4/5,125000,123456,Oyxj,15004,
151,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:21:29.044,866100000,7,15,36,4/5,125000,123456,Oyxj,15005,
152,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:23:29.175,866100000,7,15,36,4/5,125000,123456,Chxx,15006,
153,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:25:29.323,866100000,7,15,36,4/5,125000,123456,Oyxj,15007,
154,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:25:34.853,866100000,7,15,36,4/5,125000,123456,Chxx,15008,
155,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:27:24.449,866100000,7,15,36,4/5,125000,123456,Oyxj,15009,
156,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:27:29.963,866100000,7,15,36,4/5,125000,123456,Chxx,15010,
157,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:27:35.48,866100000,7,15,36,4/5,125000,123456,sNKE,15011,
158,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:29:24.557,866100000,7,15,36,4/5,125000,123456,Chxx,15012,
159,"",[],35410,t,f,t,2024-03-17 13:31:24.183,866900000,12,15,803,4/5,125000,123456,Oyxj,15013,
160,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:31:29.718,866100000,7,15,36,4/5,125000,123456,Chxx,15014,
161,"",[],35410,t,f,t,2024-03-17 13:33:24.309,866900000,12,15,803,4/5,125000,123456,0rBU,15015,
162,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",35082,t,f,t,2024-03-17 13:33:29.324,866900000,12,15,803,4/5,125000,123456,Chxx,15016,
163,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:35:34.968,866100000,7,15,36,4/5,125000,123456,Chxx,15017,
164,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",35946,t,f,t,2024-03-17 13:35:40.497,866100000,7,15,36,4/5,125000,123456,sNKE,15018,
165,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35254,t,f,t,2024-05-01 11:17:52.377,866300000,11,15,870320334,4/5,125000,3333,IiIi,15019,
166,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",34784,t,f,t,2024-05-01 11:18:04.409,866500000,10,15,870332458,4/5,125000,3333,IiIi,15020,
167,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",34569,t,f,t,2024-05-01 11:18:15.944,866300000,9,15,870343984,4/5,125000,3333,IiIi,15021,
168,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",34473,t,f,t,2024-05-01 11:18:26.976,866100000,8,15,870355276,4/5,125000,3333,IiIi,15022,
169,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",34415,t,f,t,2024-05-01 11:18:38.004,866100000,7,15,870366186,4/5,125000,3333,IiIi,15023,
170,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",34364,t,f,t,2024-05-01 11:18:49.037,866500000,7,15,870377178,4/5,125000,3333,IiIi,15024,
